146212	359900	3	3	1951	184.47
146223	799000	4	4	3100	257.74
146282	595000	3	2	2117	281.06
146302	89000	3	2	1560	57.05
146310	129900	3	1	1042	124.66
146320	375000	3	3	1519	246.87
146423	599000	3	2	2774	215.93
146496	235000	3	2	1340	175.37
146537	255900	3	2	1440	177.71
146544	148900	5	2	1064	139.94
146581	749000	3	2	2145	349.18
146597	189900	3	2	1472	129.01
146649	183000	3	1	888	206.08
146667	232600	3	3	1582	147.03
146773	520000	3	2	1680	309.52
146790	355000	3	3	1702	208.58
146797	275000	0	1	398	690.95
146888	225000	4	3	1940	115.98
146986	161900	3	2	1200	134.92
147094	249999	3	3	2013	124.19
147167	208000	2	1	1267	164.17
147214	135000	3	1	1100	122.73
147216	385000	2	3	1389	277.18
147240	750000	4	4	3387	221.43
147241	810000	4	3	3305	245.08
147249	890000	4	5	4229	210.45
147253	895000	4	3	3676	243.47
147374	229900	3	2	1458	157.68
147440	240000	2	2	1020	235.29
147450	429000	4	3	2513	170.71
147570	399000	4	3	2800	142.50
147586	385000	3	2	2000	192.50
147603	294900	3	2	1316	224.09
147611	399000	3	2	1220	327.05
147620	269000	3	3	1780	151.12
147654	449000	3	3	2120	211.79
147761	555900	5	3	2947	188.63
147767	319900	4	2	2135	149.84
147819	332000	4	4	1872	177.35
147876	499000	4	5	3400	146.76
147948	432000	4	3	3113	138.77
148070	199000	2	1	827	240.63
148168	29000	2	2	1500	19.33
148195	299000	3	2	1270	235.43
148289	259000	4	3	1857	139.47
148318	99000	1	1	538	184.01
148324	779000	2	2	1223	636.96
148325	839000	2	2	1223	686.02
148384	525000	3	2	1746	300.69
148399	795000	3	2	2092	380.02
148472	337000	4	2	2000	168.50
148519	164900	2	1	750	219.87
148622	449000	2	3	1650	272.12
148624	94000	2	2	797	117.94
148638	899000	3	3	2266	396.73
148736	180000	3	2	1280	140.63
148744	194900	3	2	1092	178.48
148757	350000	3	2	1509	231.94
148806	167770	3	3	1793	93.57
148842	309900	3	2	1705	181.76
148881	479000	2	3	2100	228.10
148961	350000	3	2	1582	221.24
149001	350000	3	2	1470	238.10
149024	275000	3	2	1424	193.12
149039	379000	4	3	2277	166.45
149069	155900	4	2	3368	46.29
149105	229000	3	2	1458	157.06
149193	604995	2	3	1749	345.91
149207	599000	3	3	1996	300.10
149230	359000	3	2	1008	356.15
149275	199000	4	2	1527	130.32
149287	164900	3	2	1440	114.51
149307	179000	3	2	1815	98.62
149317	370000	4	2	2064	179.26
149324	999000	5	4	2402	415.90
149369	365000	3	3	2136	170.88
149401	345000	3	2	1498	230.31
149412	299000	2	1	1068	279.96
149439	519500	2	1	634	819.40
149470	645000	4	4	3000	215.00
149482	242500	3	2	1218	199.10
149514	259900	3	3	1300	199.92
149604	310000	4	3	2014	153.92
149612	450000	2	2	1463	307.59
149615	220000	2	2	1541	142.76
149616	585000	3	2	1268	461.36
149633	324000	5	4	2400	135.00
149666	375000	1	1	551	680.58
149700	329000	3	2	1420	231.69
149752	599900	5	3	2764	217.04
149791	74900	2	2	1014	73.87
149797	285000	3	2	1120	254.46
149813	751900	3	3	3400	221.15
149829	295000	3	2	1386	212.84
149839	170000	3	2	1320	128.79
149841	197000	3	2	1376	143.17
149860	1250000	3	3	2586	483.37
149864	249000	3	2	1662	149.82
149869	179000	2	2	1033	173.28
149877	132000	3	1	1050	125.71
149882	425000	3	2	1500	283.33
149890	290000	5	3	2500	116.00
149909	150000	2	2	896	167.41
149911	150000	2	2	896	167.41
149914	150000	2	2	896	167.41
149915	150000	2	2	896	167.41
149916	150000	2	2	896	167.41
149917	205000	2	2	1388	147.69
149919	599000	4	3	3120	191.99
149922	269000	3	3	1352	198.96
149948	249000	4	3	1963	126.85
149956	235000	3	3	1541	152.50
149961	469000	4	3	2449	191.51
149989	159000	4	2	1660	95.78
149994	69900	3	1	936	74.68
150143	1499000	5	7	6800	220.44
150194	239000	3	2	1022	233.86
150199	399500	3	2	1665	239.94
150240	299900	3	2	1209	248.06
150256	275000	3	2	1700	161.76
150262	395000	4	2	1736	227.53
150283	105000	1	1	731	143.64
150290	179999	3	2	1086	165.74
150294	219000	3	2	1131	193.63
150308	325000	3	3	1500	216.67
150317	829900	4	3	3827	216.85
150335	165000	2	1	1100	150.00
150360	179000	3	2	1398	128.04
150390	279000	3	2	1381	202.03
150392	820000	4	4	3387	242.10
150394	399000	2	1	1250	319.20
150407	164900	3	1	965	170.88
150424	235000	4	2	1860	126.34
150439	1900000	4	5	5411	351.14
150455	289000	3	2	1367	211.41
150470	355000	3	2	1640	216.46
150477	199000	3	2	1269	156.82
150482	209000	3	2	1275	163.92
150493	186900	3	1	912	204.93
150501	240000	4	2	1460	164.38
150513	515000	2	2	2000	257.50
150543	215000	4	2	1750	122.86
150556	399900	4	4	3050	131.11
150571	369000	4	3	2371	155.63
150572	250000	2	2	1292	193.50
150588	259000	3	2	1640	157.93
150611	180000	2	2	1082	166.36
150636	399900	3	2	1522	262.75
150638	385000	3	2	1535	250.81
150669	154000	2	2	1100	140.00
150732	254900	2	2	966	263.87
150744	315000	4	2	1653	190.56
150746	437500	3	3	2523	173.40
150751	299900	3	3	2511	119.43
150773	399000	3	3	1772	225.17
150823	330000	3	3	1889	174.70
150827	279000	2	2	880	317.05
150844	248000	3	2	1400	177.14
150857	209000	3	3	1494	139.89
150879	729000	3	2	1844	395.34
150903	454500	4	3	1900	239.21
150929	249000	3	2	1176	211.73
150949	1700000	3	5	4463	380.91
150966	349000	3	2	1635	213.46
150969	575000	3	3	2095	274.46
150980	185000	3	2	1300	142.31
150981	165000	3	2	1200	137.50
150987	311900	0	1	910	342.75
151000	175000	3	2	1600	109.38
151005	180000	4	2	1332	135.14
151009	78000	2	2	1680	46.43
151021	142900	2	1	1313	108.83
151071	850000	4	4	3744	227.03
151078	389000	3	2	1998	194.69
151080	641900	3	3	2714	236.51
151083	305000	4	2	1797	169.73
151084	260000	3	3	1687	154.12
151085	320000	3	2	1663	192.42
151097	199000	2	1	792	251.26
151107	299000	2	2	1410	212.06
151114	289000	2	2	1085	266.36
151126	229900	3	3	1900	121.00
151138	865000	4	3	3305	261.72
151186	900000	4	4	3962	227.16
151187	199000	2	3	1260	157.94
151213	160000	2	3	1200	133.33
151227	299000	3	3	2400	124.58
151228	300000	3	3	1265	237.15
151232	270000	4	2	1460	184.93
151246	490000	3	3	1894	258.71
151249	295000	3	3	1800	163.89
151257	225000	3	2	1550	145.16
151277	324900	2	2	1426	227.84
151293	165000	3	2	1110	148.65
151296	157900	3	2	1075	146.88
151304	299000	3	2	1756	170.27
151308	369000	3	3	2150	171.63
151373	233000	4	2	1650	141.21
151395	109900	2	2	1200	91.58
151402	309000	3	2	1488	207.66
151419	1799000	4	4	3609	498.48
151441	209900	2	2	1113	188.59
151443	499000	3	2	1600	311.88
151451	525000	4	2	1961	267.72
151454	650000	3	3	3249	200.06
151470	529000	3	3	1510	350.33
151498	179000	3	2	1300	137.69
151521	282000	3	3	1736	162.44
151527	899000	4	3	3008	298.87
151534	130000	3	2	1850	70.27
151636	205000	3	2	1146	178.88
151640	180900	2	2	1100	164.45
151647	409900	4	4	2135	191.99
151648	409900	4	4	2135	191.99
151678	469000	3	2	1827	256.70
151681	289000	3	1	1005	287.56
151690	99999	2	3	1800	55.56
151700	445000	5	3	3307	134.56
151711	640000	3	3	2160	296.30
151724	185000	3	2	1062	174.20
151732	210000	4	2	1102	190.56
151772	199900	3	2	1215	164.53
151805	225000	3	2	1600	140.63
151816	369900	4	2	2161	171.17
151824	120000	3	2	1686	71.17
151826	199000	2	1	1000	199.00
151832	520000	3	3	2600	200.00
151837	579000	5	3	3150	183.81
151854	300000	4	2	1257	238.66
151857	325000	3	2	1171	277.54
151864	225000	3	2	1144	196.68
151870	395000	2	1	1160	340.52
151871	399000	4	3	2300	173.48
151876	165000	3	2	1144	144.23
151882	374900	3	2	1368	274.05
151903	199900	3	2	1238	161.47
151913	365000	3	1	1056	345.64
151925	222900	2	2	1086	205.25
151932	249900	2	1	720	347.08
151934	290000	3	2	1426	203.37
151940	170500	4	2	1361	125.28
151942	560000	3	3	2344	238.91
151952	339900	4	2	1925	176.57
151967	550000	4	3	2600	211.54
151991	269900	4	2	1601	168.58
151994	350000	3	2	1395	250.90
151996	214000	2	2	1042	205.37
152002	299900	3	2	1200	249.92
152003	139500	2	2	1248	111.78
152006	360000	4	3	3000	120.00
152014	315000	3	2	1300	242.31
152019	279900	3	2	1244	225.00
152024	399000	4	2	2139	186.54
152036	475000	4	3	2450	193.88
152037	65900	2	2	840	78.45
152048	212000	4	3	1878	112.89
152068	180000	3	2	1350	133.33
152075	210000	4	2	1377	152.51
152078	375000	3	3	1475	254.24
152109	106900	2	2	894	119.57
152116	221830	3	2	1550	143.12
152122	239000	3	2	1106	216.09
152131	187500	1	1	594	315.66
152137	445000	5	3	3200	139.06
152139	309000	3	2	1906	162.12
152152	315000	3	2	2004	157.19
152154	191100	3	1	1200	159.25
152163	699900	5	3	1818	384.98
152190	189500	2	2	1040	182.21
152191	199000	4	2	1400	142.14
152196	359000	4	3	2209	162.52
152203	264450	3	1	1030	256.75
152213	459000	3	2	1999	229.61
152227	150000	3	2	1316	113.98
152228	875000	3	3	2200	397.73
152233	599000	2	2	1200	499.17
152263	250000	3	3	1261	198.26
152265	165000	3	2	1120	147.32
152272	229900	4	3	1857	123.80
152277	229900	3	2	1400	164.21
152291	269900	3	2	1139	236.96
152298	245000	5	3	6098	40.18
152320	165000	3	2	1300	126.92
152326	429000	3	3	2041	210.19
152340	309900	4	3	2248	137.86
152351	265000	2	1	972	272.63
152359	169900	4	2	1500	113.27
152360	380900	3	2	2000	190.45
152384	315000	4	3	1939	162.45
152393	260000	3	2	1413	184.01
152395	119900	3	2	1312	91.39
152396	211500	3	2	1275	165.88
152401	149000	2	1	854	174.47
152405	890000	3	3	3474	256.19
152410	289900	3	2	1380	210.07
152459	289000	4	3	2100	137.62
152487	399900	3	2	1487	268.93
152491	125000	3	2	900	138.89
152496	359900	5	3	3036	118.54
152515	239000	3	3	1800	132.78
152525	199900	3	3	1600	124.94
152533	179900	4	3	2150	83.67
152565	195000	3	2	1300	150.00
152570	299000	2	2	896	333.71
152581	265000	2	3	1700	155.88
152586	699000	3	2	1700	411.18
152597	275000	2	2	1194	230.32
152617	169990	3	2	1465	116.03
152619	189000	3	3	1530	123.53
152638	695000	4	2	2032	342.03
152670	105000	2	2	1088	96.51
152675	365000	4	4	4000	91.25
152677	335900	3	3	1296	259.18
152683	170000	3	2	944	180.08
152705	339900	4	2	2100	161.86
152716	359900	3	3	2340	153.80
152718	143000	3	2	1080	132.41
152720	199000	3	2	1196	166.39
152727	374800	3	3	1365	274.58
152757	499000	3	2	2120	235.38
152764	138900	2	1	1055	131.66
152768	1999000	4	5	5307	376.67
152771	359000	3	2	1774	202.37
152772	294900	4	2	1856	158.89
152773	299500	4	2	1836	163.13
152778	427900	4	3	2367	180.78
152781	269000	3	2	1181	227.77
152784	449000	3	3	2563	175.19
152792	144900	2	2	1130	128.23
152794	345000	3	3	2020	170.79
152800	239000	4	2	1240	192.74
152805	310000	2	1	780	397.44
152806	225000	3	3	1800	125.00
152809	695000	5	6	3750	185.33
152820	242500	3	3	1650	146.97
152844	249250	2	1	728	342.38
152849	479000	3	2	1462	327.63
152854	169900	3	2	1150	147.74
152856	219900	3	3	1660	132.47
152887	150000	2	2	1440	104.17
152888	649000	4	2	1814	357.77
152890	285000	4	3	2100	135.71
152893	163999	3	2	1488	110.21
152897	349000	4	2	1718	203.14
152900	409900	3	2	1716	238.87
152906	275000	3	2	1320	208.33
152912	179900	3	2	1200	149.92
152914	789000	3	3	2218	355.73
152937	299000	4	3	1768	169.12
152948	850000	5	4	3588	236.90
152964	295900	3	2	1776	166.61
152967	199000	4	3	1467	135.65
152969	199900	3	3	1950	102.51
152978	179900	3	2	1288	139.67
152987	290000	3	3	1733	167.34
152989	168000	3	2	1128	148.94
152998	270000	3	3	1900	142.11
152999	1249000	6	7	5103	244.76
153000	240000	3	2	1255	191.24
153014	219500	5	2	1802	121.81
153032	235000	4	3	2336	100.60
153036	239800	2	2	1190	201.51
153042	269000	3	3	1800	149.44
153047	319200	4	3	2006	159.12
153052	402500	3	2	2446	164.55
153068	425000	3	2	2114	201.04
153084	669000	3	3	2600	257.31
153085	369000	3	2	1514	243.73
153088	239900	3	2	1080	222.13
153095	249500	2	2	1088	229.32
153116	557000	4	2	1809	307.90
153119	339900	6	3	2053	165.56
153127	149900	2	2	969	154.70
153133	849900	3	4	3375	251.82
153134	307000	3	2	1594	192.60
153157	259000	4	3	1900	136.32
153160	165000	3	2	1050	157.14
153168	289900	3	2	1414	205.02
153175	879000	3	4	3698	237.70
153179	220000	3	2	1200	183.33
153185	309000	3	3	1685	183.38
153197	580000	3	3	2271	255.39
153207	459900	2	2	1150	399.91
153214	299000	5	3	2481	120.52
153230	309900	4	3	1600	193.69
153234	287000	3	2	1269	226.16
153259	310000	3	2	1200	258.33
153264	229900	3	2	1198	191.90
153268	377000	3	2	1363	276.60
153276	295000	4	2	1973	149.52
153288	225000	3	2	1516	148.42
153294	130000	3	2	1080	120.37
153314	169990	2	1	920	184.77
153327	145000	3	2	1027	141.19
153343	184800	4	2	2018	91.58
153370	189900	3	2	1253	151.56
153371	249000	3	2	1062	234.46
153377	185000	4	2	1934	95.66
153382	145000	2	2	1041	139.29
153384	429000	5	3	2700	158.89
153406	419000	2	2	1587	264.02
153411	245000	3	3	1859	131.79
153425	289900	4	3	2400	120.79
153428	175000	3	2	1110	157.66
153432	139000	3	2	1075	129.30
153442	514900	4	3	2035	253.02
153447	549000	3	2	1858	295.48
153464	235000	3	3	1261	186.36
153480	399000	6	3	2628	151.83
153500	259900	3	2	1120	232.05
153513	350900	3	2	1686	208.13
153516	1399900	4	4	5190	269.73
153543	399000	3	2	1840	216.85
153547	399000	3	2	1204	331.40
153552	199000	2	1	973	204.52
153556	350000	3	2	1622	215.78
153565	296800	4	2	2125	139.67
153570	165000	3	2	1204	137.04
153576	210000	3	3	1750	120.00
153606	229000	3	2	1458	157.06
153633	199500	3	2	1184	168.50
153639	110000	3	2	1000	110.00
153647	264900	3	3	1197	221.30
153656	449900	3	3	2135	210.73
153668	159900	3	2	1114	143.54
153692	429000	4	2	1870	229.41
153693	265000	1	1	566	468.20
153697	279900	2	2	1134	246.83
153710	174900	3	2	1100	159.00
153719	158900	4	2	1144	138.90
153734	150000	3	2	1349	111.19
153738	269000	3	3	1281	209.99
153746	489900	3	3	1957	250.33
153757	256000	4	2	1174	218.06
153768	335000	4	3	2400	139.58
153769	435000	3	2	1236	351.94
153774	280000	3	3	1910	146.60
153779	409000	4	2	2064	198.16
153780	409000	4	2	2064	198.16
153781	399000	4	3	1888	211.33
153783	389000	4	2	1862	208.92
153785	222600	3	2	1106	201.27
153791	140000	3	2	1200	116.67
153799	220000	5	3	2408	91.36
153800	650000	3	3	2703	240.47
153802	405000	3	2	1728	234.38
153807	409000	3	2	1960	208.67
153828	164900	3	2	1092	151.01
153839	59900	1	1	628	95.38
153850	199900	3	2	1275	156.78
153864	95000	2	1	756	125.66
153865	170000	2	2	885	192.09
153866	720000	4	4	3531	203.91
153872	204000	3	2	1712	119.16
153876	220000	3	2	1100	200.00
153881	498900	4	3	1500	332.60
153900	229900	3	2	1671	137.58
153915	531905	3	2	1668	318.89
153923	114900	2	1	775	148.26
153927	145000	3	2	1200	120.83
153939	191330	4	2	1237	154.67
153944	199900	4	2	1338	149.40
153949	266800	4	3	2100	127.05
153953	84900	2	2	1222	69.48
153955	250000	3	2	1807	138.35
153960	220000	4	2	1352	162.72
153971	227900	3	2	1503	151.63
153997	384900	4	2	1571	245.00
154005	529000	4	3	2502	211.43
154006	159900	3	2	1526	104.78
154010	199000	3	2	1007	197.62
154015	125000	3	3	1306	95.71
154028	91500	3	2	1313	69.69
154034	155000	3	2	1593	97.30
154038	409000	3	3	2203	185.66
154044	949000	5	4	5200	182.50
154048	90000	2	1	756	119.05
154058	300000	3	3	2328	128.87
154060	179900	3	2	1008	178.47
154066	349000	3	2	1346	259.29
154071	220000	3	2	1112	197.84
154074	155000	3	2	1340	115.67
154075	390000	4	2	2236	174.42
154090	425000	5	4	3039	139.85
154091	249900	3	2	1733	144.20
154092	239000	4	3	1947	122.75
154111	395000	4	3	1868	211.46
154113	375000	3	3	1475	254.24
154115	395000	4	3	1868	211.46
154116	395000	4	3	1868	211.46
154119	230000	4	3	1927	119.36
154131	189000	3	2	1292	146.28
154136	304900	3	2	1657	184.01
154145	169900	3	2	1300	130.69
154147	286500	3	2	1700	168.53
154153	325000	4	2	2400	135.42
154154	375000	3	2	1278	293.43
154159	278000	3	2	1396	199.14
154161	149000	3	2	1368	108.92
154167	209000	3	2	1520	137.50
154169	95000	2	2	900	105.56
154171	199900	3	2	1407	142.08
154175	185000	3	2	1170	158.12
154182	449900	4	3	3035	148.24
154197	310000	5	4	2900	106.90
154199	239900	4	2	1656	144.87
154200	187900	2	2	980	191.73
154201	450000	3	2	1916	234.86
154205	440000	3	3	1756	250.57
154223	260000	3	2	1278	203.44
154233	40900	3	1	1201	34.05
154241	249000	3	2	1275	195.29
154242	349000	3	3	2000	174.50
154244	175000	3	2	1200	145.83
154246	449970	3	2	2000	224.99
154254	419000	3	2	1902	220.29
154257	400000	3	3	1568	255.10
154259	185000	3	2	1257	147.18
154276	139900	2	2	1100	127.18
154279	174900	3	2	1461	119.71
154283	165360	4	2	1353	122.22
154284	169000	3	2	1200	140.83
154298	240000	3	3	2039	117.70
154304	364000	4	3	2150	169.30
154308	250000	1	1	748	334.22
154309	299900	4	3	1969	152.31
154311	281900	4	3	2357	119.60
154312	349900	3	1	1522	229.89
154317	220000	3	2	1850	118.92
154320	774800	3	4	3123	248.09
154322	135000	3	2	1200	112.50
154325	149900	3	1	1000	149.90
154327	599000	3	2	2082	287.70
154328	179000	3	2	1200	149.17
154329	177000	3	2	1500	118.00
154329	177000	3	2	1500	118.00
154330	122500	4	2	1248	98.16
154332	239500	3	2	1400	171.07
154335	214900	3	2	1080	198.98
154338	275000	3	2	1460	188.36
154343	425000	3	2	1437	295.76
154344	274900	2	2	1218	225.70
154345	175000	2	2	1152	151.91
154346	535000	2	2	1410	379.43
154347	540000	2	1	817	660.95
154348	389000	2	2	703	553.34
154350	250000	3	2	1425	175.44
154352	425000	3	2	1807	235.20
154353	1195000	5	4	3800	314.47
154354	1350000	3	3	2502	539.57
154356	78500	1	1	800	98.13
154357	549000	3	2	2237	245.42
154358	399900	4	2	1860	215.00
154359	699000	10	11	4905	142.51
154360	129000	2	2	1200	107.50
154361	480000	2	2	1698	282.69
154363	189000	3	1	1022	184.93
154365	639900	3	2	2080	307.64
154366	699900	5	4	3000	233.30
154367	999000	3	3	3621	275.89
154370	599000	3	2	1570	381.53
154371	365000	4	2	1860	196.24
154372	359900	3	2	1840	195.60
154373	995000	4	4	3740	266.04
154374	193450	4	2	1217	158.96
154376	179900	3	3	1520	118.36
154378	329900	3	2	1240	266.05
154379	509000	3	2	1936	262.91
154380	995000	3	3	2044	486.79
154381	545000	3	2	1946	280.06
154382	795000	3	3	2028	392.01
154383	830000	4	3	2700	307.41
154384	54500	2	1	624	87.34
154385	149000	3	2	1800	82.78
154386	36000	2	2	1056	34.09
154387	349000	3	2	1467	237.90
154389	299900	4	3	2150	139.49
154390	469000	4	2	2004	234.03
154393	1195000	2	2	1044	1144.64
154394	419900	3	2	1576	266.43
154397	189000	2	2	1536	123.05
154398	163900	3	2	1082	151.48
154399	163900	3	2	1237	132.50
154400	648000	3	3	2193	295.49
154401	130000	3	2	1022	127.20
154402	264900	3	2	1232	215.02
154407	189900	4	2	1435	132.33
154408	200000	4	2	1430	139.86
154410	1249000	3	3	2480	503.63
154412	525000	3	3	1832	286.57
154413	729000	3	3	1953	373.27
154414	109900	3	2	1100	99.91
154415	850000	3	2	2481	342.60
154417	249500	3	2	1704	146.42
154418	179900	3	2	1161	154.95
154419	149000	3	2	1440	103.47
154420	549000	3	2	1701	322.75
154421	435000	3	2	1536	283.20
154422	299000	3	2	1310	228.24
154423	625000	3	2	2187	285.78
154425	399000	4	3	2100	190.00
154427	186900	4	2	1511	123.69
154428	1290000	3	3	2130	605.63
154429	264900	2	3	1400	189.21
154430	198900	3	2	1225	162.37
154432	318000	3	3	1868	170.24
154434	2000000	4	4	3576	559.28
154435	598000	2	3	2219	269.49
154437	439900	3	3	2508	175.40
154441	920000	3	3	2817	326.59
154442	179900	3	2	1972	91.23
154443	325000	2	1	952	341.39
154444	369000	3	2	1080	341.67
154455	312900	3	2	1454	215.20
154461	575000	3	3	1961	293.22
154462	26500	2	2	1344	19.72
154463	2369000	5	6	4174	567.56
154464	67500	2	2	120	562.50
154466	1490000	3	3	3201	465.48
154467	652000	3	2	1427	456.90
154468	449000	3	3	2100	213.81
154469	982800	3	2	2306	426.19
154470	235000	4	3	2100	111.90
154472	579900	4	3	3166	183.16
154474	250000	3	2	1280	195.31
154475	100000	3	1	870	114.94
154476	125000	2	1	960	130.21
154477	650000	2	2	919	707.29
154478	119900	2	2	1034	115.96
154479	209900	3	2	1356	154.79
154481	524900	3	2	2380	220.55
154482	349000	5	3	3000	116.33
154482	349000	5	3	3000	116.33
154483	825000	2	3	1840	448.37
154484	255000	3	2	1189	214.47
154485	259000	4	2	1336	193.86
154486	199000	2	1	832	239.18
154487	410000	5	3	2100	195.24
154488	199000	3	1	940	211.70
154489	270000	3	2	1344	200.89
154490	695000	2	2	1437	483.65
154491	2995000	5	4	3684	812.98
154492	131900	1	2	300	439.67
154493	995000	4	3	2717	366.21
154494	250000	4	3	2097	119.22
154495	239800	5	2	1575	152.25
154496	425000	6	3	2628	161.72
154497	525000	3	2	1750	300.00
154498	459900	3	2	1346	341.68
154501	229900	3	2	1041	220.85
154503	199900	3	2	1526	131.00
154504	599000	4	2	1728	346.64
154506	197600	4	2	1378	143.40
154508	355000	2	1	1145	310.04
154510	339900	3	2	1325	256.53
154512	299000	3	3	1850	161.62
154513	166800	4	2	1765	94.50
154515	379000	4	2	1631	232.37
154516	1395000	4	4	2693	518.01
154517	150000	3	2	1316	113.98
154518	475000	3	2	1382	343.70
154519	265000	4	3	2300	115.22
154520	265000	3	2	1617	163.88
154521	225000	2	2	1150	195.65
154522	249900	2	2	1674	149.28
154523	509000	3	2	1543	329.88
154525	214900	2	2	1351	159.07
154526	5499000	4	5	5060	1086.76
154528	349900	3	2	2000	174.95
154530	125000	2	2	1536	81.38
154531	549000	2	2	924	594.16
154532	865000	3	3	1860	465.05
154533	1600000	3	3	2640	606.06
154534	1065000	4	4	3395	313.70
154536	625000	3	2	1850	337.84
154538	249999	3	2	1000	250.00
154539	975000	4	3	2720	358.46
154541	204900	2	1	992	206.55
154546	355000	3	2	1737	204.38
154547	134900	3	3	1435	94.01
154548	199900	5	3	1671	119.63
154550	349900	4	3	2800	124.96
154553	99000	2	2	900	110.00
154554	409000	4	3	2507	163.14
154556	339000	2	2	1440	235.42
154557	595000	3	3	2238	265.86
154558	849500	3	3	2725	311.74
154559	399000	2	3	1772	225.17
154560	399000	4	2	1947	204.93
154561	525000	3	2	1720	305.23
154562	319900	3	3	1605	199.31
154565	495000	3	2	1877	263.72
154566	372000	3	2	1104	336.96
154575	589000	3	2	1975	298.23
154580	1100000	3	3	2392	459.87
